timestamp,elapsed_sec,backend_cpu_pct,backend_mem_mb,postgres_cpu_pct,postgres_mem_mb,db_connections,db_active,db_idle_in_txn,max_query_sec,wait_events
2026-08-25T20:57:02,2132,3.18,270,12.03,102.4,11,1,0,0.0,running:1
2026-08-25T20:57:10,2139,2.79,269.9,11.27,100,11,1,0,0.0,running:1
2026-08-25T20:57:17,2147,3.01,269.8,11.45,99.9,11,1,0,0.0,running:1
2026-08-25T20:57:24,2154,2.69,269.7,7.64,100.5,11,1,0,0.0,running:1
2026-08-25T20:57:32,2162,2.58,269.9,9.57,99.5,11,1,0,0.0,running:1
2026-08-25T20:57:40,2169,3.00,269.8,8.16,99.8,11,1,0,0.0,running:1
2026-08-25T20:57:47,2177,4.00,269.7,13.64,98.6,11,1,0,0.0,running:1
2026-08-25T20:57:54,2184,3.38,270.1,9.75,98.5,11,1,0,0.0,running:1
2026-08-25T20:58:02,2192,2.41,270.5,9.22,98.2,11,1,0,0.0,running:1
2026-08-25T20:58:10,2199,3.45,269.5,12.90,99.7,11,1,0,0.0,running:1
2026-08-25T20:58:17,2207,2.35,270.8,11.94,100.8,11,1,0,0.0,running:1
2026-08-25T20:58:24,2214,3.09,269.7,9.46,101.2,11,1,0,0.0,running:1
2026-08-25T20:58:32,2222,2.25,269.9,9.58,100.9,11,1,0,0.0,running:1
2026-08-25T20:58:40,2229,2.86,270.1,10.09,101.5,11,1,0,0.0,running:1
2026-08-25T20:58:47,2237,2.83,269.4,9.45,101.8,11,1,0,0.0,running:1
2026-08-25T20:58:54,2244,2.93,270.3,10.32,101.7,11,1,0,0.0,running:1
2026-08-25T20:59:02,2252,2.91,270.1,9.31,100.9,11,1,0,0.0,running:1
2026-08-25T20:59:10,2259,2.13,270,7.00,100.3,11,1,0,0.0,running:1
2026-08-25T20:59:17,2267,3.33,270.2,9.90,100.6,11,1,0,0.0,running:1
2026-08-25T20:59:24,2274,4.46,270.3,9.07,100.8,11,1,0,0.0,running:1
2026-08-25T20:59:32,2282,3.19,269.7,12.20,102.9,11,1,0,0.0,running:1
2026-08-25T20:59:40,2289,3.40,269.7,11.87,101,11,1,0,0.0,running:1
2026-08-25T20:59:47,2297,3.15,269.9,10.02,101.1,11,1,0,0.0,running:1
2026-08-25T20:59:54,2304,2.85,269.8,7.90,99,11,1,0,0.0,running:1
2026-08-25T21:00:02,2312,2.60,270.1,8.82,99.4,11,1,0,0.0,running:1
2026-08-25T21:00:10,2319,3.07,269.9,8.08,99.5,11,1,0,0.0,running:1
2026-08-25T21:00:17,2327,2.28,269.9,8.90,99.7,11,2,0,0.0,running:2
2026-08-25T21:00:24,2334,3.20,269.5,9.25,99.2,11,1,0,0.0,running:1
2026-08-25T21:00:32,2342,3.17,269.5,11.35,99.5,11,1,0,0.0,running:1
2026-08-25T21:00:40,2349,2.49,269.7,7.82,99.9,11,1,0,0.0,running:1
2026-08-25T21:00:47,2357,3.38,270.4,8.98,99.9,11,1,0,0.0,running:1
2026-08-25T21:00:55,2364,3.20,270.1,12.26,99.7,11,1,0,0.0,running:1
2026-08-25T21:01:02,2372,3.34,269.9,10.22,100,11,1,0,0.0,running:1
2026-08-25T21:01:10,2380,2.66,269.9,8.19,100.2,11,1,0,0.0,running:1
2026-08-25T21:01:17,2387,2.64,269.8,9.03,99.7,11,1,0,0.0,running:1
